index,name,gender,label
17418,michael gebhardt,m,0
17419,sema mancuhan,f,0
17420,nelly litvak,f,0
17421,christopher dean,none,0
17422,myriam c?t¨¦,none,0
17423,vijayarka nandikonda,none,0
17424,paolo baggia,m,0
17425,george r. s. weir,none,0
17426,andrzej paslawski,m,0
17427,paul y. oh,none,0
17428,jay c. weber,none,0
17429,b. pevzner,none,0
17430,n. w. hardy,none,0
17431,colin j. h. mcdiarmid,m,0
17432,gangqiang xia,none,0
17433,kathleen griffiths,f,0
17434,irina kogan,f,0
17435,jeffrey goh,none,0
17436,arvind nithrakashyap,m,0
17437,silvana roncagliolo,f,0
17438,edward hunter,none,0
17439,robert maas,none,0
17440,haizheng zhang,none,0
17441,david p. helmbold,none,0
17442,fabius klemm,none,0
17443,william s. mark,none,0
17444,sa?d jabbour,none,0
17445,naoyuki ichimura,m,0
17446,michael baker,m,0
17447,prithwish kangsabanik,none,0
17448,hao-ping hung,none,0
17449,kenro aihara,m,0
17450,jaideep chandrashekar,m,0
17451,neal palmer,m,1
17452,florian steinke,m,0
17453,paul h. king,none,0
17454,vijay dialani,m,0
17455,qijun zhao,none,0
17456,peter cucka,m,0
17457,christoper hughes,none,0
17458,robert h. yacobellis,none,0
17459,yuji watanabe,none,0
17460,bill n. schilit,m,4
17461,ivo shterev,m,0
17462,ferenc bodon,m,0
17463,arno scharl,m,0
17464,roberto zanoli,m,0
17465,vipin swarup,m,0
17466,gen-ichiro kikui,m,0
17467,neha sugandh,f,0
17468,maurizio pilu,m,0
17469,jean-michel jolion,m,0
17470,pamela mccorduck,none,0
17471,eric wang,none,0
17472,claude nanjo,m,0
17473,han wang,none,0
17474,hongmei sun,none,0
17475,wei huang,none,0
17476,william rucklidge,m,0
17477,monika sester,f,4
17478,haejoong lee,none,0
17479,david hanley,none,0
17480,chris p. rainsford,m,0
17481,joe carpinelli,none,0
17482,slobodanka djordjevic-kajan,f,0
17483,michael reichert,m,0
17484,jos de bruin,m,0
17485,peter m. hastings,m,0
17486,zhenjiang lin,none,0
17487,harri l?hdesm?ki,none,0
17488,michael p. halpin,m,0
17489,haruhiko asada,m,0
17490,catherine l. smith,f,0
17491,jorge salas,m,0
17492,blaine french,none,0
17493,andr¨¢s b¨¢nhalmi,none,0
17494,tsuguo ishizuka,none,0
17495,jianhua yan,none,0
17496,qiuge liu,none,0
17497,david m. jackson,none,0
17498,eric hayman,none,0
17499,florian letombe,m,0
17500,rajeev alur,m,0
17501,peter w. m. tsang,m,0
17502,jayakrishnan andaparambil,none,0
17503,nicolas padoy,none,0
17504,hanspeter pfister,m,0
17505,ricardo j. g. b. campello,m,0
17506,mohit kumar,m,0
17507,valerie king,none,0
17508,pascal francq,m,0
17509,o. sherif,f,0
17510,bowei xi,none,0
17511,rema padman,f,0
17512,john lafferty,none,0
17513,bjarne a. foss,m,0
17514,olivier musse,m,0
17515,yeha el atfi,m,0
17516,shalini sewraz,none,0
17517,kaoru nakano,f,0
17518,raman k. mehra,m,0
17519,reed letsinger,m,0
17520,matthias gutknecht,m,0
17521,tsuyoshi murata,m,0
17522,giovanna petrone,f,0
17523,youngil kim,none,0
17524,lili aunimo,none,0
17525,adelheit stein,none,0
17526,tatiana yakusheva,f,0
17527,andrew isaac,none,0
17528,murat can ganiz,m,0
17529,joaquin vanschoren,m,0
17530,terry a. welch,m,1
17531,franck du verdier,none,3
17532,james s. aitken,m,0
17533,thomas bergstraesser,none,0
17534,luke barrington,none,0
17535,saravadee sae tan,none,0
17536,jay yagnik,none,0
17537,alen varsek,m,0
17538,massimiliano albanese,m,0
17539,rick keilty,none,0
17540,habiba drias,f,0
17541,christof l?ding,none,0
17542,a. hay,none,0
17543,brett matson,m,0
17544,fred m. tonge,m,0
17545,zhiyong zhang,none,0
17546,iris kameny,none,0
17547,philip j. willis,m,0
17548,natalia ivanova,f,0
17549,aleksandr voskoboynik,m,0
17550,rafal a. angryk,m,0
17551,giovanna castellano,f,0
17552,fran?ois lhermitte,none,0
17553,quoc-cuong pham,m,0
17554,langford b. white,m,0
17555,anthony hartley,none,0
17556,terence sim,none,0
17557,k. brandon,none,0
17558,franck gechter,m,0
17559,stephen c. darden,none,3
17560,a. keith dunker,m,0
17561,johan parent,m,0
17562,r. thompson,m,4
17563,ghada gasmi,f,0
17564,james pita,m,0
17565,hideo abe,m,0
17566,zheng zeng,none,0
17567,innes martin,m,4
17568,rauf izmailov,m,0
17569,baba c. vemuri,none,0
17570,john manley,none,0
17571,herman elenbaas,m,0
17572,k. mediratta,none,0
17573,arvind seth,m,0
17574,murray patterson,m,0
17575,yu qiao,none,0
17576,james f. lynch,m,0
17577,michael chertkov,m,0
17578,paola mauri,f,1
17579,yasuhiko kuranaga,m,0
17580,susanne m. humphrey,f,0
17581,mary angela papalaskaris,none,0
17582,sanparith marukatat,none,2
17583,martin bogdan,m,0
17584,giancarlo raiconi,m,0
17585,t. sashidhar,f,0
17586,myung-jae park,none,0
17587,christian br?uer-burchardt,none,0
17588,matthew haines,m,0
17589,gianguglielmo calvi,none,0
17590,xia brustoloni,none,0
17591,jeff pavel,m,0
17592,diane c. pirog smith,f,4
17593,r. comino,m,0
17594,david massart,none,0
17595,gennady l. andrienko,none,0
17596,babis theodoulidis,m,0
17597,wolfgang jank,m,0
17598,vijay m. sarathy,m,0
17599,edmund freeman,m,0
17600,forest fisher,m,0
17601,blazej bulka,m,0
17602,markus ojala,m,0
17603,ulrike k?lsch,none,0
17604,jie xiang,none,0
17605,pei yin,none,0
17606,christian beder,m,0
17607,andr¨¢s m¨¢rkus,none,3
17608,nicolas allezard,none,0
17609,javier pe?a,none,0
17610,mihaela sabin,none,0
17611,william pechter,m,0
17612,anton schwartz,m,0
17613,kenji yamada,m,0
17614,chris carnes,m,0
17615,dominique schneider,f,0
17616,stephan kreutzer,m,0
17617,henry c. foley,m,0
17618,vish jumani,m,0
17619,chiranjeeb buragohain,none,0
17620,jianfeng lin,none,0
17621,r¨¦gis vincent,none,0
17622,norman price,none,0
17623,melanie chams,f,0
17624,pierre-francois marteau,m,4
17625,william rodman shankle,m,2
17626,michel rbeiz,m,0
17627,walt kohler,m,1
17628,antonio haro,m,0
17629,irina matveeva,f,4
17630,linlin li,none,0
17631,louenas hamdi,none,0
17632,juyang weng,none,0
17633,zhouyu fu,none,0
17634,atri rudra,f,0
17635,roland billen,m,0
17636,terry j. anderson,m,0
17637,humberto luiz razente,m,0
17638,tzachi rosen,m,0
17639,sang-hee lee,none,0
17640,marco dorigo,m,0
17641,marc h. raibert,m,3
17642,alin achim,none,0
17643,stefan raeymaekers,m,0
17644,clifford kotnik,m,0
17645,bing leng,none,0
17646,ronald g. ross,none,0
17647,yasutoshi yajima,none,0
17648,jeremy d. glasner,m,0
17649,csaba d. t¨®th,none,0
17650,masatsugu kidode,none,0
17651,gery gutnik,m,0
17652,arturo pizano,m,0
17653,wenyin liu,none,0
17654,david ko,none,0
17655,thomas hardjono,none,0
17656,krishna kumaraswamy,m,0
17657,sanggoo lee,none,0
17658,philip wu,none,0
17659,supriya patil,f,0
17660,g. scragg,none,0
17661,jung k. kim,none,0
17662,shin'ichi kobayashi,none,0
17663,robert freund,none,0
17664,carlo curino,m,0
17665,wahyu wibowo,m,0
17666,mark bullimore,none,0
17667,te li,none,0
17668,k. s. murray,none,0
17669,isao miyamoto,m,0
17670,ronald m. lee,none,0
17671,xavier schaefer,m,0
17672,bowo prasetyo,m,0
17673,enrico h. gerding,m,0
17674,brandon lloyd,m,0
17675,marcirio silveira chaves,none,0
17676,andrew h. sung,none,0
17677,brandon paulson,m,0
17678,toshikazu tanimoto,none,3
17679,eileen fitzpatrick,f,0
17680,c. j. m. turnbull,m,0
17681,andrew y. wu,none,0
17682,daniel s. myers,none,0
17683,arne koopman,m,0
17684,david zaret,none,0
17685,aniket mahanti,m,0
17686,yasuyo kita,f,0
17687,bhaskar janakiraman,m,0
17688,georgios petasis,m,0
17689,richard c. waters,none,0
17690,stephane chiocchetti,m,0
17691,eugene pinsky,none,0
17692,richard cole,none,2
17693,katsuhiko tsujino,none,0
17694,henrike berthold,f,0
17695,roopnath grandhi,none,0
17696,noam goldberg,m,0
17697,yoji taniguchi,m,0
17698,j?rg wicker,none,0
17699,satu elisa schaeffer,f,2
17700,r. r. amin,none,0
17701,kazutaka ogihara,m,0
17702,raju rangaswami,none,0
17703,justin park,none,0
17704,timothy grose,m,0
17705,lasse poulsen,m,0
17706,keinosuke fukunaga,none,0
17707,stefan zickler,m,0
17708,jordan walke,m,0
17709,anbu yue,none,0
17710,cathy h. xia,none,0
17711,ivo marinchev,m,0
17712,craig s. freedman,m,0
17713,sandra poulain,none,4
17714,edin andelic,m,0
17715,pierre bourhis,m,0
17716,thomas george,none,2
17717,mutsumi watanabe,f,0
17718,david mowatt,none,0
17719,itay dar,m,0
17720,fredrik lin?ker,none,0
17721,jin-li suo,none,0
17722,mark d. lieberman,none,0
17723,matthew b. curtiss,m,0
17724,chiech-ming wu,none,0
17725,lars brenna,m,0
17726,abraham waksman,m,4
17727,stefano forti,none,0
17728,eishiro seki,none,0
17729,guido blees,m,0
17730,erik g. learned-miller,m,0
17731,verayuth lertnattee,none,0
17732,jung jin lee,none,0
17733,james d. park,none,0
17734,j¨¹rgen branke,none,0
17735,antoine ducoulombier,m,0
17736,vangelis markakis,m,0
17737,richard h. stottler,none,0
17738,johannes ullrich,m,0
17739,jong cheol jeong,none,0
17740,monica landoni,f,0
17741,hui zou,none,0
17742,ludger van elst,m,0
17743,s. m. udupa,none,3
17744,rikiya takahashi,none,0
17745,david b. johnson,none,0
17746,glorianna davenport,none,0
17747,peter stucki,m,0
17748,bas van bakel,m,4
17749,hermann steffen,m,0
17750,narsingh deo,none,0
17751,ray j. paul,none,0
17752,richard marciano,none,0
17753,phillip a. porras,none,0
17754,francesco vannotti,none,0
17755,jun-ichi terai,m,0
17756,richard wallace,none,0
17757,marshall brinn,m,0
17758,katsuya shinohara,none,0
17759,paul a. crook,none,0
17760,alberto j. ca?as,none,4
17761,kent curtis,m,0
17762,tobias k?tter,none,0
17763,russell j. kennett,m,0
17764,ho jin woo,none,0
17765,mohammad al hasan,none,0
17766,ronnie cheung,m,0
17767,robert moll,none,0
17768,bill ramsey,m,0
17769,julien gaugaz,m,0
17770,erin l. allwein,f,0
17771,wei-hao lin,none,0
17772,christopher g. reeson,m,0
17773,nedeljko cvejic,m,0
17774,regine loisel,f,0
17775,j. pearlman,none,0
17776,claude boksenbaum,m,0
17777,qin jin,none,0
17778,geguang pu,none,4
17779,alexander a. petrov,m,0
17780,xiangdong he,none,0
17781,michael braun,m,0
17782,laszlo szathmary,m,0
17783,takuya hiraoka,m,0
17784,stephen j. wright,none,0
17785,rim moussa,none,0
17786,doo soon kim,none,0
17787,frank klassner,m,0
17788,cahill conor,none,0
17789,kuniaki mukai,none,0
17790,patrick fabiani,m,0
17791,diana zhou,none,0
17792,maria cristina de bernardis,none,0
17793,andreas renner,m,0
17794,stefano bertolo,m,0
17795,chris mathis,m,0
17796,brian hutchinson,none,0
17797,m. l. baird,none,0
17798,pedro i. rivera-vega,m,0
17799,andreas maier,m,0
17800,debasis mitra,m,3
17801,r. zarlpov,none,3
17802,shin-ichiro tsudaka,m,0
17803,michael meire,m,0
17804,yixu song,none,0
17805,mario hern¨¢ndez-tejera,none,0
17806,masaaki nagata,none,0
17807,lynne stokes,f,0
17808,michelle jou,none,0
17809,c¨¦line hernandez,none,0
17810,andrew h. fagg,none,0
17811,pierre hellier,m,0
17812,g¨¦rard ramstein,none,0
17813,fredrik kilander,m,0
17814,wolfgang mayer,m,0
17815,daniel tran,none,0
17816,emile peeters,none,0
17817,todd r. davies,m,0
17818,jack w. smith,m,0
17819,masashi toyoda,m,0
17820,s. yoshida,none,0
17821,jin-ichi nagumo,m,0
17822,ted briggs,m,0
17823,martin freeman,m,0
17824,jelena tesic,f,0
17825,moises lejter,m,0
17826,aya ozeri,f,0
17827,sudhanva gurumurthi,m,0
17828,rob kling,m,3
17829,irit katriel,f,0
17830,abhishek joglekar,m,0
17831,emmanuel baechler,m,0
17832,allen c. ward,none,0
17833,joengmin hwang,none,0
17834,gerson zaverucha,m,0
17835,g¨¹nther g?rz,none,0
17836,ismael sanz,m,0
17837,andreas rudloff,m,0
17838,meng cui,none,0
17839,alan f. mcmichael,none,0
17840,giorgio bonmassar,m,0
17841,ana ripoll,none,0
17842,gerard kempen,m,0
17843,kouamana bousson,none,0
17844,srini acharya,m,0
17845,pierre glize,m,0
17846,vineet padmanabhan,m,0
17847,earl hunt,m,4
17848,jatin chhugani,m,0
17849,rainer h¨¹ber,none,1
17850,ali khoshgozaran,none,0
17851,shifeng chen,none,0
17852,farid alavian,m,0
17853,richard cardone,none,0
17854,hidetsugu nanba,m,0
17855,fred lakin,m,0
17856,r. t. hartley,none,0
17857,giuseppe m. mazzeo,m,0
17858,bruce lin,none,0
17859,subrata nandi,m,0
17860,yahui chang,none,0
17861,jason h. moore,m,0
17862,b. kirchmann,none,0
17863,qiu yue wang,none,0
17864,jim mcfadden,m,0
17865,jongwoo lee,none,0
17866,alessandro agostini,m,0
17867,mamede lima marques,none,0
17868,javier raymundo garc¨ªa-serrano,none,0
17869,ron sauers,m,0
17870,guoqing chen,none,0
17871,mike hewitt,none,0
17872,babak falsafi,m,0
17873,binxing fang,none,0
17874,john a. maurer,none,0
17875,torsten o. paulussen,m,0
17876,jasmin l. wason,f,0
17877,matt pallakoff,m,0
17878,ninad thakoor,m,0
17879,liping wang,none,0
17880,rodrigo c. fonseca,m,1
17881,k. r. sivaramakrishnan,none,0
17882,artur loza,m,0
17883,chi-ngai wan,none,0
17884,chee k. wong,m,0
17885,steve au-yeung,m,0
17886,shu tao,none,0
17887,archana prasad,f,0
17888,j. k. metzger,none,0
17889,lijun chen,none,0
17890,yiming liu,none,0
17891,andrew e. wessel,none,0
17892,jehanzeb abbas,none,0
17893,deborah silver,f,0
17894,younghwan lim,none,0
17895,christian laasch,m,0
17896,minoru kanehisa,m,0
17897,n. cihan tas,f,0
17898,ludwig m. busse,m,0
17899,henry kon,none,4
17900,naseem a. khan,none,0
17901,antonella giani,f,0
17902,t. svensen,f,1
17903,zhan cui,none,0
17904,omer zaafrany,m,0
17905,gerhard wei?,none,0
17906,le hoai bac,none,0
17907,huirong fu,none,0
17908,chen avin,none,0
17909,pedro gago,m,0
17910,neil coburn,m,1
17911,megan smith,f,0
17912,ralph bergmann,m,0
17913,ondrej lhot¨¢k,none,4
17914,xiongcai cai,none,0
17915,john a. johnson,none,0
17916,michael greenberg,none,0
17917,matilde celma,f,0
17918,kazuyoshi furukawa,m,0
17919,lin xiao,none,0
17920,huaifeng zhang,none,0
17921,john k. johnstone,none,0
17922,kaspar giger,m,0
17923,syed khairuzzaman tanbeer,m,0
17924,takashi yano,m,0
17925,mehmet dincbas,m,0
17926,vijay venkataraman,m,0
17927,r. l. lapp,none,0
17928,oskar m. skrinjar,m,0
17929,tim r¨¹hl,none,0
17930,edward so,none,0
17931,yi rong,none,1
17932,geraldo zimbrao,m,1
17933,shawn r. wolfe,m,0
17934,simon j. puglisi,none,0
17935,rina azoulay-schwartz,f,0
17936,kenneth c. wilner,m,0
17937,wendy gersten,none,0
17938,johan bj?rkegren,none,0
17939,silvia richter,f,0
17940,thomas neumann 0002,none,0
17941,henri ma?tre,none,0
17942,vahid garakani,none,0
17943,michael nossal,m,0
17944,thomas w?lfl,none,0
17945,n. gouraros,f,0
17946,dunbo cai,none,0
17947,michael h. smith,m,0
17948,christopher wilson,m,0
17949,katherine davison,f,0
17950,stefan a. robila,m,2
17951,pablo ariel dubou¨¦,none,0
17952,vasa curcin,f,0
17953,licheng zeng,none,0
17954,karen glocer,none,0
17955,sid stamm,m,0
17956,ashim kohli,m,0
17957,praveen yalagandula,m,0
17958,yun-gyung cheong,none,3
17959,christine h. chih,f,0
17960,son h. nguyen,none,0
17961,nicolas guilbert,none,0
17962,ismail h. toroslu,m,0
17963,travis bauer,m,0
17964,stephen j. j. smith,none,0
17965,neil rubens,m,0
17966,chia-hao lo,m,0
17967,koen l. vincken,m,0
17968,caichun gong,none,0
17969,jonathan klinginsmith,m,0
17970,serge himbaut,none,0
17971,yoshikazu shima,none,0
17972,selwyn piramuthu,m,0
17973,yun-ling lu,none,0
17974,rajkumar sen,none,0
17975,philip p. macri,m,0
17976,ulrich bartels,m,0
17977,gunar e. liepins,m,0
17978,benoit m. macq,m,0
17979,al borchers,m,0
17980,iain sutherland,m,0
17981,stephen m. majercik,none,0
17982,chris hillery,m,0
17983,christopher j. harris,none,0
17984,hiroyuki segawa,m,0
17985,xiangen hu,none,0
17986,yariv aridor,m,0
17987,bert van den akker,m,0
17988,barry pryor,m,0
17989,caroline n. koff,f,0
17990,rafik taouil,m,0
17991,xianchao zhang,none,0
17992,peter dolog,m,0
17993,joarder kamruzzaman,none,0
17994,ning zheng,none,0
17995,erik j?nsson,none,0
17996,will lowe,m,0
17997,andrew campen,none,0
17998,ruizao yu,none,0
17999,volker roth,m,0
18000,v. jones,none,0
18001,lutz gerhard,m,0
18002,anne e. james,f,0
18003,artur ziviani,m,0
18004,esteban le¨®n-soto,none,0
18005,dan liu,none,0
18006,d. permunetilleke,m,0
18007,marc-david cohen,m,0
18008,punit r. doshi,m,0
18009,zhenke yang,none,0
18010,jacob smith,m,0
18011,peng han,none,0
18012,loius m. gutentag,none,0
18013,syun isizaki,none,0
18014,michael smith,none,0
18015,fien de meulder,f,0
18016,lalitha devi,f,0
18017,leonardo weiss ferreira chaves,m,2
18018,saroj k. meher,m,0
18019,aliekber g¨¹rel,none,0
18020,marcel katz,m,0
18021,piotr w. mirowski,m,0
18022,grigori schwarz,none,0
18023,william m. taylor,m,0
18024,paul chitson,none,4
18025,romuald debruyne,m,0
18026,ilya vladimirskiy,m,0
18027,helen c. shen,none,0
18028,cherie cheung,f,0
18029,lucian v. lita,none,0
18030,juro oizumi,m,0
18031,allison waingold,f,0
18032,megumi saito,f,0
18033,maria petrou,none,0
18034,klaus n?kel,none,0
18035,jian lin,none,4
18036,gerald j. sussman,m,3
18037,ivan bruha,m,0
18038,norman m. delisle,m,1
18039,chanh nguyen,m,0
18040,ying-han liu,none,0
18041,v. pilshikov,none,0
18042,dinesh gadwal,m,0
18043,roman yangarber,none,0
18044,zelal g¨¹ng?rd¨¹,none,0
18045,crystal schuil,f,0
18046,leslie p. jones,f,4
18047,abhishek singh,m,0
18048,robert y. hou,none,1
18049,tak pang lau,none,0
18050,leonardo c. da rocha,m,0
18051,simon tang,none,0
18052,walter van roggen,m,0
18053,p. m. wognum,m,0
18054,h. guggenheimer,none,0
18055,ira kalet,f,0
18056,donald b. johnson,m,0
18057,daryl h. graf,m,0
18058,jason luciow,m,0
18059,koichi tabata,m,0
18060,tadashi hoshiai,m,0
18061,caijie zhang,none,0
18062,po-jun tsai,m,4
18063,norman mccain,m,0
18064,makoto kimura,m,0
18065,marco dario,m,0
18066,thomas richardson,none,0
18067,andrea l. henke,f,0
18068,fatiha sa?s,none,0
18069,blake ward,m,0
18070,stephen a. vere,none,0
18071,lie gu,none,0
18072,t. m. murali,f,0
18073,creve maples,none,0
18074,michael sussna,m,0
18075,min-soo kim,none,0
18076,vladimir bychkovsky,m,0
18077,babak esfandiari,m,0
18078,j?rgen l?land,none,0
18079,philipp kranen,m,0
18080,richard chow,none,0
18081,raghavan srinivasan,m,0
18082,alan s. abrahams,none,0
18083,shilong (stanley) yao,none,0
18084,ramesh gupta,m,0
18085,roberto j. bayardo,m,0
18086,shi-qiang yang,none,0
18087,lutz schlesinger,m,0
18088,j¨¦r?me az¨¦,none,0
18089,daniel c. wolfson,none,0
18090,abder koukam,m,0
18091,stephen m. pizer,none,0
18092,vladimir lanin,m,0
18093,g. pozdnyak,none,0
18094,stefan k¨¹hner,none,0
18095,l. kasatkina,none,0
18096,francesco romani,m,0
18097,leonie dreschler,f,0
18098,kohei sumino,m,0
18099,sean cox,m,0
18100,oriol vinyals,m,0
18101,vishal doshi,m,0
18102,carl mooney,none,0
18103,yonghong peng,none,0
18104,anavai ramesh,none,0
18105,hatem ahriz,m,0
18106,maxine frank,f,4
18107,m. nassiakou,none,0
18108,ben wolin,none,0
18109,christino tamon,none,0
18110,toshiyuki maeda,m,0
18111,jin kim,none,0
18112,le chang,none,0
18113,emily g. fayen,none,0
18114,jeffrey mccandless,m,0
18115,ari freund,m,0
18116,mark foresti,none,0
18117,a. f. lewit,m,0
18118,yi wu,none,0
18119,w. john wilbur,none,0
18120,barbara smith-thomas,f,0
18121,rodney p. zimmerman,none,0
18122,lorenzo rosasco,m,0
18123,yu nie,none,0
18124,helena chan,none,0
18125,ilgaz sungur,f,0
18126,y. iwamaru,none,0
18127,kenton oliver,m,0
18128,carla limongelli,f,0
18129,omar ghattas,m,0
18130,eun yi kim,none,0
18131,raymond bates,m,0
18132,henrik grosskreutz,m,0
18133,hal beck,m,2
18134,pablo ezequiel guerrero,m,0
18135,thierry arti¨¨res,none,0
18136,juck-sik lee,none,0
18137,naranker dulay,none,0
18138,bernhard pollak,m,0
18139,philippe adjiman,m,0
18140,t. missinai,f,0
18141,jonathan stoeckel,m,2
18142,florica mindru,f,0
18143,frank thomson leighton,m,0
18144,nasolo ravoanjanahry,none,0
18145,l. sugar,m,0
18146,ciro donalek,m,0
18147,chyuan shiun lin,none,1
18148,vadim draluk,none,0
18149,philippe laublet,m,0
18150,yang sok kim,none,0
18151,yinglian xie,none,0
18152,barbara rosario,f,0
18153,saul simhon,m,0
18154,casey lengacher,f,0
18155,robin hanson,f,0
18156,akiko kondo,f,0
18157,vartika singh,none,0
18158,philip w. smith,m,0
18159,barbara t. bauldock,f,0
18160,susumu katayama,m,0
18161,e. neidhart,none,0
18162,david tanzer,none,0
18163,alexander chevelev,m,0
18164,robert c. good,none,0
18165,joshua lederberg,m,0
18166,richard mander,none,0
18167,ben adida,none,0
18168,james a. king,none,0
18169,jiangbo dang,none,0
18170,k. krishna,none,0
18171,victoria p. gilbert,f,0
18172,h. m. gladney,none,0
18173,luc stells,none,0
18174,steven c. bruell,m,0
18175,thomas keller,none,0
18176,oleg v. michailovich,m,0
18177,william j. campbell,m,0
18178,colin k. m. ho,none,0
18179,qiong fang,none,0
18180,ning-han liu,none,0
18181,michel couprie,m,0
18182,alexander golovko,m,0
18183,ciya liao,none,0
18184,aggeliki pantazi,f,0
18185,rebecca davis,f,0
18186,eivind hovig,m,0
18187,philippe de smedt,m,0
18188,claire hart,none,0
18189,tony schaller,none,0
18190,bryan matthews,m,0
18191,zhou liu,none,0
18192,h. seok jeon,none,0
18193,ramesh k. sitaraman,m,4
18194,rune m. jensen,none,0
18195,slobodan rasetic,m,0
18196,chih-jen chen,none,0
18197,frank claser,none,3
18198,tomohiro ando,m,0
18199,virginia wheway,f,0
18200,olivier monga,m,0
18201,charles e. hughes,m,0
18202,d. butler,m,0
18203,xiao-di zhang,none,0
18204,claude dahan,none,0
18205,carole palisser,f,0
18206,joe votta,none,0
18207,jiangming yang,none,0
18208,tongbo chen,none,0
18209,guang-gang geng,none,0
18210,richard s. marcus,none,0
18211,leefeng chien,none,0
18212,juha vesanto,m,0
18213,renato iannella,m,0
18214,byoung-woo oh,none,0
18215,nick littlestone,m,0
18216,wolfgang hoeppner,m,0
18217,eric deliot,none,0
18218,andreas myka,m,0
18219,shakil m. khan,none,0
18220,shigeo kaneda,none,0
18221,gabor t. herman,m,0
18222,yiu-cheong poon,m,0
18223,douglas tolbert,m,0
18224,yafei dai,none,0
18225,thomas fall,none,0
18226,jong-tae lim,none,0
18227,zhaohua ding,none,0
18228,amit aggarwal,m,0
18229,dale a. brajczuk,none,0
18230,yichuan jiang,none,0
18231,bonnie e. john,none,0
18232,sofia pediaditaki,f,0
18233,william s. york,m,0
18234,rawia awadallah,f,0
18235,tim d. barfoot,none,0
18236,james w. mehl,m,0
18237,tao-young fu,none,0
18238,in-ho kang,none,0
18239,david r. strip,none,3
18240,steven p. crain,m,0
18241,zarina myles,f,0
18242,ron mcfadyen,m,1
18243,ey-chih chow,none,0
18244,akhil sahai,m,0
18245,shuiguang deng,none,0
18246,h. kauderer,none,0
18247,melissa p. chase,f,0
18248,mark hoogendoorn,none,0
18249,r. j. nassif,none,0
18250,dominique roelants,f,0
18251,masashi nishiyama,m,0
18252,daniil ryabko,m,0
18253,quintin i. cutts,m,0
18254,j¨¹rgen seib,none,0
18255,karsten b?hm,none,0
18256,luciano r. s. de lima,none,0
18257,dennis perez,m,0
18258,yu wang,none,0
18259,olena parkhomenko,f,0
18260,rolf ingold,m,0
18261,nitin khandelwal,m,0
18262,nobuaki hiroshima,none,0
18263,k. sjoerd mullender,none,0
18264,david m. choy,none,1
18265,martina naughton,f,0
18266,joshua magarick,m,0
18267,fuyan zhang,none,0
18268,naimul basher,m,0
18269,ognian asparouhov,m,0
18270,alfred inselberg,m,2
18271,weihui dai,none,0
18272,vinay s. pai,none,0
18273,john carney,none,0
18274,ra¨²l rojas,none,0
18275,manuel tamashiro,m,0
18276,xiaoqiao meng,none,0
18277,mario ferraro,m,0
18278,parisa haghani,f,0
18279,iryoung jeong,none,0
18280,michael holder,m,0
18281,cemil kirbas,m,0
18282,steven bird,m,0
18283,kenneth fogt,m,0
18284,i. buttel,f,0
18285,sven behnke,m,0
18286,david g. lindsay,none,2
18287,siew siew ong,f,0
18288,geraldo f. silveira,m,0
18289,philip hendrix,m,0
18290,jie zhou,none,0
18291,di zhang,none,0
18292,philippe bessi¨¨res,none,0
18293,david stodder,none,2
18294,peter j. l. van beek,m,0
18295,takamasa koshizen,m,0
18296,pat schooley,f,0
18297,doug ierardi,m,0
18298,hong wang,none,0
18299,mircea nicolescu,m,0
18300,michael a. savchenko,m,0
18301,snunith shoham,none,0
18302,lewis frey,none,0
18303,david myers,none,0
18304,paul walsh,none,0
18305,sylvie cazalens,f,0
18306,katsuya hakozaki,none,0
18307,christos boutsidis,m,0
18308,carl m. o'brien,none,0
18309,he zhijun,none,0
18310,yanghai tsin,none,0
18311,sagit zohar,f,1
18312,rajmohan rajagopalan,m,0
18313,ryuji hata,m,0
18314,ning shang,none,0
18315,philippe chatalic,m,0
18316,kenneth dejong,m,0
18317,yuseop kim,none,0
18318,takashi tashiro,m,0
18319,christoforos panayiotou,m,0
18320,jean-philippe carillon,m,0
18321,john chiochetti,none,2
18322,tian-tsong ng,m,0
18323,francesc serratosa,m,0
18324,john b. smith,none,0
18325,giorgio levi,m,0
18326,adam alpern,m,0
18327,trausti t. kristjansson,f,0
18328,k.-h. dreckmann,none,1
18329,sirvan yahyaei,m,0
18330,teruyuki kondo,none,0
18331,barry o'callaghan,m,0
18332,sylvain petitjean,m,0
18333,dirk thierens,m,0
18334,patrick haffner,m,0
18335,heng luo,none,0
18336,yingchuan wong,none,0
18337,riccardo ortale,m,0
18338,allan shepherd,m,0
18339,nicholas kral,m,0
18340,andrew b. philips,none,0
18341,albrecht heeffer,m,3
18342,theodore elhourani,m,0
18343,steve tappel,m,0
18344,christian fiegel,m,0
18345,v. domentyev,none,0
18346,kyung-ah sohn,none,0
18347,min bae,none,0
18348,bryan reagan,m,0
18349,joshua d. schwartz,m,0
18350,joerg liebelt,m,0
18351,emiliano casalicchio,m,0
18352,marc proesmans,m,0
18353,denis mindolin,m,0
18354,c. franklin boyle,m,0
18355,edgar seemann,m,0
18356,dawson r. engler,m,0
18357,richard treitel,none,0
18358,hassan foroosh,m,0
18359,yuxin ding,none,0
18360,justine blackmore,f,0
18361,erik t. mueller,m,0
18362,robert devine,none,0
18363,richard l. shuey,none,1
18364,tony fisher,m,0
18365,sheng wu,none,4
18366,shutao li,none,0
18367,panos constantopoulos,m,0
18368,daniela musto,f,0
18369,yoshihiko imai,m,0
